"","ResponseId","referrer","MindfulnessScale","SWBscale","sex","age","politics","party","armedservices","income","USresidency","RaceDichotomized","School_coded","EducationCoded","EducationDichotomized"
"880","R_2zBd4wqLdeELawO","michiganstate",3.53333333333333,5.33333333333333,"female",19,"conservative (6)","conservative (6)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"881","R_yPg2lwzLLvdyRKV","michiganstate",3.73333333333333,3.5,"female",19,"somewhat conservative (5)","somewhat conservative (5)",NA,"under20,000","yes","Caucasian","MichiganState","Currently In College","some college"
"882","R_2WxqmMtet2BuQvl","michiganstate",4.8,5.33333333333333,"male",19,"liberal (2)","democrat (2)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"883","R_a9Upb7St5916Wop","michiganstate",3.53333333333333,4.33333333333333,"female",20,"liberal (2)","democrat (2)",NA,"20-39,999","yes","Caucasian","MichiganState","Currently In College","some college"
"884","R_3MEFW36sI2EQVMD","michiganstate",3.73333333333333,4.16666666666667,"female",18,"apolitical","middle (4)",NA,"20-39,999","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"885","R_A70B4pVyEHQ2aGJ","michiganstate",3.4,1.66666666666667,"female",19,"somewhat liberal (3)","strongly democrat (1)",NA,"200-999,999","yes",NA,"MichiganState","Currently In College","some college"
"886","R_R3nvVf84kPEy09j","michiganstate",3.13333333333333,4.5,"female",19,"center (4)","somewhat democrat (3)",NA,"over1,000,000","yes","Caucasian","MichiganState","Currently In College","some college"
"887","R_1rPSkjRs5h5ljQr","michiganstate",3.46666666666667,5,"female",21,"liberal (2)","democrat (2)",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"888","R_2ceL36STMbycaDr","michiganstate",5,5.16666666666667,"male",21,"conservative (6)","conservative (6)",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"889","R_2ya6A7gb6sAdKSn","michiganstate",4.66666666666667,4.33333333333333,"female",19,"somewhat conservative (5)","conservative (6)",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"890","R_3er8KxmJCSOJu0d","michiganstate",4.93333333333333,5.33333333333333,"female",22,"center (4)","democrat (2)",NA,"80-99,999","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"891","R_12FkPYc6D6AmS8Z","michiganstate",4.93333333333333,4.83333333333333,"female",20,"liberal (2)","democrat (2)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"892","R_1DVgk1fLU9kPtmg","michiganstate",4,4.16666666666667,"female",19,"apolitical","independent",NA,"40-59,999","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"893","R_290PefhyN6VI5UN","michiganstate",4.2,6.16666666666667,"female",18,"center (4)","somewhat democrat (3)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"894","R_3eeFWMmjK8c4fT4","michiganstate",3,5.66666666666667,"female",19,"somewhat liberal (3)","democrat (2)",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"895","R_d05O6AK2FLJSco5","michiganstate",2.6,3.5,"female",19,"center (4)","somewhat democrat (3)",NA,"40-59,999","yes","Caucasian","MichiganState","Currently In College","some college"
"896","R_22QYoQLxnHZtbaB","michiganstate",3.86666666666667,5,"female",19,"liberal (2)","democrat (2)",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"897","R_BVs7Le14YxGoW6R","michiganstate",4,5.16666666666667,"female",22,"conservative (6)","conservative (6)",NA,"200-999,999","yes","Caucasian","MichiganState","Currently In College","some college"
"898","R_1nOpEhIY6HvdfS1","michiganstate",4.33333333333333,5,"male",20,"somewhat conservative (5)","somewhat conservative (5)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"899","R_2t6CU2bsyYk7p3H","michiganstate",3.06666666666667,4.83333333333333,"male",19,"somewhat conservative (5)","somewhat conservative (5)",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"900","R_3sBqVgtwlL87nCb","michiganstate",4.53333333333333,6.33333333333333,"male",20,"somewhat conservative (5)","conservative (6)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"901","R_UnC9VcijknhlpZv","michiganstate",3.53333333333333,4.83333333333333,"female",23,"somewhat liberal (3)","strongly democrat (1)",NA,"20-39,999","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"902","R_3P814kplGlsb2bj","michiganstate",3,1.16666666666667,"female",19,"liberal (2)","democrat (2)",NA,"not say","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"903","R_3oR34JNEaruslX9","michiganstate",2.13333333333333,3,"male",19,"liberal (2)","democrat (2)",NA,"80-99,999","yes","Caucasian","MichiganState","Currently In College","some college"
"904","R_1QayI4LE85t7N6Q","michiganstate",4.66666666666667,5.66666666666667,"female",22,"somewhat liberal (3)","democrat (2)",NA,"under20,000","yes","Caucasian","MichiganState","Currently In College","some college"
"905","R_3R2ictJpsPTLV59","michiganstate",2.86666666666667,2.16666666666667,"female",25,"liberal (2)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","MichiganState","Currently In College","some college"
"906","R_2OUdAPuFe1K8kwu","michiganstate",3,2.33333333333333,"female",23,"somewhat liberal (3)","somewhat democrat (3)","yes","60-79,999","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"907","R_rk9JA9DSnFO80s9","michiganstate",1.8,1.66666666666667,"female",19,"somewhat liberal (3)","democrat (2)",NA,"not say","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"908","R_117TeYgqOVRfmSr","michiganstate",3.6,5.66666666666667,"male",20,"somewhat conservative (5)","somewhat conservative (5)",NA,"80-99,999","yes","Caucasian","MichiganState","Currently In College","some college"
"909","R_PzbokI3IlmKK31n","michiganstate",3.53333333333333,6.33333333333333,"female",20,"conservative (6)","conservative (6)",NA,"80-99,999","yes","Caucasian","MichiganState","Currently In College","some college"
"910","R_1IibrZSrjMuJzPo","michiganstate",4.6,4.33333333333333,"female",19,"liberal (2)","democrat (2)",NA,"under20,000","yes","Caucasian","MichiganState","Currently In College","some college"
"911","R_2reDCNBXWSBYCNH","michiganstate",3.53333333333333,6.33333333333333,"female",21,"conservative (6)","conservative (6)",NA,"60-79,999","yes","Caucasian","MichiganState","Currently In College","some college"
"912","R_Xqed5qjTP5W3NPb","michiganstate",2.73333333333333,5.66666666666667,"female",19,"somewhat liberal (3)","somewhat democrat (3)",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"913","R_3dZdU9FowrvgVec","michiganstate",2.2,2,"female",22,"center (4)","middle (4)",NA,"40-59,999","no","Other race/ethincity","MichiganState","Currently In College","some college"
"914","R_1n2YS19kWX5w8Bw","michiganstate",3.6,5.83333333333333,"female",20,"liberal (2)","somewhat democrat (3)",NA,"80-99,999","yes","Caucasian","MichiganState","Currently In College","some college"
"915","R_5p6AUSwZwVBmoF3","michiganstate",3.66666666666667,3.66666666666667,"female",18,"somewhat liberal (3)","somewhat democrat (3)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"916","R_25vb2V5V8RYqZJB","michiganstate",3.06666666666667,6,"female",18,"somewhat conservative (5)","somewhat conservative (5)",NA,"60-79,999","yes","Caucasian","MichiganState","Currently In College","some college"
"917","R_cNFBkeV6X9nX7cl","michiganstate",3.06666666666667,4.83333333333333,"male",19,"apolitical","independent",NA,"not say","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"918","R_22z6D0WMiYt4jNm","michiganstate",4.26666666666667,6.66666666666667,"female",18,"center (4)","middle (4)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"919","R_3nCuzFX6bpV8Ttu","michiganstate",4.93333333333333,4.5,"female",18,"somewhat liberal (3)","democrat (2)",NA,"100-199,999","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"920","R_1F8MvFpHIqkOysA","michiganstate",3.93333333333333,5.16666666666667,"female",20,"strongly liberal (1)","democrat (2)",NA,"under20,000","yes","Caucasian","MichiganState","Currently In College","some college"
"921","R_1gNnkUg6vteBubM","michiganstate",4.2,5,"male",19,"liberal (2)","somewhat democrat (3)",NA,"40-59,999","yes","Caucasian","MichiganState","Currently In College","some college"
"922","R_9NwFAkRLPfQEMBX","michiganstate",3.4,4.16666666666667,"female",19,"center (4)","democrat (2)",NA,"under20,000","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"923","R_3n5T0lfMzVCkWBC","michiganstate",4.6,6,"female",19,"strongly liberal (1)","somewhat democrat (3)",NA,"60-79,999","yes","Caucasian","MichiganState","Currently In College","some college"
"924","R_3iKimTgTXwQBdTr","michiganstate",3.46666666666667,3.33333333333333,"female",18,"liberal (2)","middle (4)",NA,"60-79,999","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"925","R_sBZO4p4HjbmmASt","michiganstate",2.86666666666667,4.66666666666667,"male",18,"conservative (6)","conservative (6)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"926","R_3k1CPUEZqzOdK4y","michiganstate",3.2,6,"female",20,"conservative (6)","conservative (6)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"927","R_1poIwXhFZDBMYc5","michiganstate",3.86666666666667,4.83333333333333,"male",18,"apolitical","independent",NA,"200-999,999","yes","Caucasian","MichiganState","Currently In College","some college"
"928","R_1LbAkMRje8Wy1Wv","michiganstate",4.13333333333333,3.5,"male",21,"center (4)","somewhat democrat (3)",NA,"80-99,999","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"929","R_3lSmV8TRqlxoHFy","michiganstate",3.66666666666667,4.16666666666667,"male",19,"somewhat liberal (3)","democrat (2)",NA,"80-99,999","yes","Caucasian","MichiganState","Currently In College","some college"
"930","R_3EPVh82BjlwYCSx","michiganstate",2.46666666666667,6.66666666666667,"female",21,"somewhat liberal (3)","middle (4)",NA,"60-79,999","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"931","R_3fw03H5jvezcOQU","michiganstate",3,5.83333333333333,"female",21,"somewhat liberal (3)","middle (4)",NA,"40-59,999","no","Other race/ethincity","MichiganState","Currently In College","some college"
"932","R_blbqHXetxWeIYLP","michiganstate",4.6,4.5,"female",20,"center (4)","conservative (6)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"933","R_2wvln2oGLkmtTXz","michiganstate",5.33333333333333,6.16666666666667,"female",20,"center (4)","democrat (2)",NA,"60-79,999","yes","Caucasian","MichiganState","Currently In College","some college"
"934","R_2bPOs4jhNukSmDa","michiganstate",4.2,6,"female",18,"liberal (2)","democrat (2)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"935","R_337LpmeS9kvGZsD","michiganstate",4.6,6.16666666666667,"female",19,"apolitical","independent",NA,"not say","no","Other race/ethincity","MichiganState","Currently In College","some college"
"936","R_1P0CEnRDXkwBkyv","michiganstate",4.53333333333333,3.66666666666667,"female",19,"somewhat liberal (3)","somewhat democrat (3)",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"937","R_33vxBrc66fFWSQo","michiganstate",3.13333333333333,6,"female",19,"apolitical","independent",NA,"not say","no","Other race/ethincity","MichiganState","Currently In College","some college"
"938","R_12G7i3IHX4oPbyX","michiganstate",4.53333333333333,5.5,"female",18,"somewhat liberal (3)","conservative (6)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"939","R_RRF50cns0kqXuY9","michiganstate",4.6,5.16666666666667,"female",22,"conservative (6)","strongly conservative (7)",NA,"40-59,999","yes","Caucasian","MichiganState","Currently In College","some college"
"940","R_2CTClaCDxPQYIoA","michiganstate",3.6,7,"male",20,"conservative (6)","strongly conservative (7)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"941","R_3lYX36jQ36SDBnu","michiganstate",4.4,3.66666666666667,"female",20,"liberal (2)","strongly democrat (1)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"942","R_3COEJqdfBPchuCV","michiganstate",3.86666666666667,4,"female",20,"apolitical","independent",NA,"80-99,999","yes","Caucasian","MichiganState","Currently In College","some college"
"943","R_1pPEfysH68aQiKh","michiganstate",4.4,4.83333333333333,"female",20,"liberal (2)","democrat (2)",NA,"80-99,999","yes","Caucasian","MichiganState","Currently In College","some college"
"944","R_UMwpzUZEb35d9st","michiganstate",3.46666666666667,7,"male",19,"conservative (6)","conservative (6)",NA,"200-999,999","yes","Caucasian","MichiganState","Currently In College","some college"
"945","R_eWjtbg4mQqdAef7","michiganstate",4.26666666666667,5.83333333333333,"female",20,"somewhat conservative (5)","somewhat conservative (5)",NA,"80-99,999","yes","Caucasian","MichiganState","Currently In College","some college"
"946","R_3JKp87MjhSfkb5S","michiganstate",4.86666666666667,5.83333333333333,"female",22,"somewhat liberal (3)","democrat (2)",NA,"20-39,999","yes","Caucasian","","Currently In College","some college"
"947","R_1oF84ycWrDXm7jF","michiganstate",4.46666666666667,7,"male",19,"liberal (2)","strongly democrat (1)",NA,"200-999,999","yes",NA,"MichiganState","Currently In College","some college"
"948","R_riiJjZ879Q1em8F","michiganstate",3,6,"female",18,"conservative (6)","conservative (6)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"949","R_2Va5cxa1xeVxKqX","michiganstate",4.13333333333333,3,"male",24,"center (4)","middle (4)","yes","60-79,999","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"950","R_22JQYFlcwUSjzXN","michiganstate",3.26666666666667,2,"female",20,"somewhat conservative (5)","middle (4)",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"951","R_3RaaRrWZYCYFkYP","michiganstate",3.46666666666667,4.83333333333333,"male",19,"somewhat conservative (5)","conservative (6)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"952","R_1FEQ8xLWZeRoyqB","michiganstate",4.26666666666667,5.5,"female",19,"somewhat liberal (3)","somewhat democrat (3)",NA,"60-79,999","yes","Caucasian","MichiganState","Currently In College","some college"
"953","R_bxh9lWLVFxG3iEN","michiganstate",4.13333333333333,4.66666666666667,"female",20,"liberal (2)","strongly democrat (1)",NA,"200-999,999","yes","Caucasian","MichiganState","Currently In College","some college"
"954","R_xzTFQ1FmDDQ4wfL","michiganstate",3.33333333333333,1.66666666666667,"female",21,"center (4)","somewhat conservative (5)",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"955","R_Z2m4cF3KzhZ2VFv","michiganstate",5.2,7,"female",18,"apolitical","independent",NA,"100-199,999","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"956","R_2chlajMFbLoVBDR","michiganstate",3.86666666666667,4.16666666666667,"female",19,"center (4)","somewhat democrat (3)",NA,"80-99,999","yes","Caucasian","MichiganState","Currently In College","some college"
"957","R_1HhkjWizvKexexg","michiganstate",4.26666666666667,5.83333333333333,"female",20,"conservative (6)","conservative (6)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"958","R_241RyMGueg8e32H","michiganstate",3.13333333333333,1.5,"female",18,"apolitical","somewhat democrat (3)",NA,"not say","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"959","R_1GNEiFs5mYcSLta","michiganstate",3,4.5,"female",22,"center (4)","somewhat democrat (3)",NA,"under20,000","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"960","R_7aGQXe2YPfITTTX","michiganstate",3,5,"male",20,"liberal (2)","somewhat democrat (3)",NA,"100-199,999","no","Caucasian","MichiganState","Currently In College","some college"
"961","R_1JJamNKKt0qNItJ","michiganstate",3.86666666666667,4,"female",22,"somewhat liberal (3)","democrat (2)",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"962","R_3sicLq259ZlEqZv","michiganstate",4.4,5.5,"female",18,"somewhat conservative (5)","somewhat conservative (5)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"963","R_3jDf3gdy6s6I90J","michiganstate",4.06666666666667,5.16666666666667,"male",23,"apolitical","independent",NA,"not say","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"964","R_25WRQc6OeCvnFK7","michiganstate",3.6,6.16666666666667,"female",19,"conservative (6)","conservative (6)",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"965","R_4TMiPWTHzzmt3EZ","michiganstate",3.13333333333333,5.5,"female",22,"somewhat liberal (3)","democrat (2)",NA,"20-39,999","yes","Caucasian","MichiganState","Currently In College","some college"
"966","R_1i8PTsiQCTAhaIY","michiganstate",3.8,4.83333333333333,"female",19,"somewhat liberal (3)","conservative (6)",NA,"20-39,999","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"967","R_1I3FFlpW8V4hFCS","michiganstate",3.33333333333333,6,"female",19,"conservative (6)","conservative (6)",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"968","R_2ZNQz84pv2J7GFd","michiganstate",3.53333333333333,5.83333333333333,"female",18,"center (4)","somewhat democrat (3)",NA,"40-59,999","yes","Caucasian","MichiganState","Currently In College","some college"
"969","R_12L1PtHgU43Acrq","michiganstate",2.6,5.33333333333333,"female",19,"conservative (6)","conservative (6)",NA,"60-79,999","yes","Caucasian","MichiganState","Currently In College","some college"
"970","R_1r7cbT6x0j8tVV2","michiganstate",4.8,5.33333333333333,"male",20,"somewhat conservative (5)","conservative (6)",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"971","R_Cgk8hr2jLzv7h1T","michiganstate",4,4,"female",19,"liberal (2)","democrat (2)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"972","R_73xrMf0o95RLIBP","michiganstate",4,5.16666666666667,"female",19,"conservative (6)","strongly conservative (7)",NA,"200-999,999","yes","Caucasian","MichiganState","Currently In College","some college"
"973","R_831adp4facqyFHP","michiganstate",3.06666666666667,2.66666666666667,"female",18,"somewhat liberal (3)","somewhat democrat (3)",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"974","R_24iu0GJntNLXDIK","michiganstate",4.6,6.16666666666667,"female",18,"liberal (2)","somewhat democrat (3)",NA,"80-99,999","yes","Caucasian","MichiganState","Currently In College","some college"
"975","R_3lELBOV0mzN70lJ","michiganstate",5.33333333333333,5.16666666666667,"female",19,"somewhat liberal (3)","somewhat democrat (3)",NA,"under20,000","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"976","R_2v62Z7OzKfBQih5","michiganstate",4,4.16666666666667,"female",20,"somewhat liberal (3)","somewhat democrat (3)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"977","R_325bLy62C9CgyxG","michiganstate",3.4,5.33333333333333,"female",18,"somewhat liberal (3)","democrat (2)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"978","R_2cu72cqv61dvpF7","michiganstate",3.53333333333333,4.66666666666667,"female",19,"conservative (6)","conservative (6)",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"979","R_2tKDrXd7dd4TwZQ","michiganstate",3.6,4.5,"female",19,"center (4)","somewhat democrat (3)",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"980","R_0BCnIHKONiN2fS1","michiganstate",3,4.16666666666667,"female",25,"liberal (2)","somewhat democrat (3)","yes","under20,000","yes",NA,"MichiganState","Currently In College","some college"
"981","R_0k4hK2HpuEffOtb","michiganstate",3.6,6,"female",20,"somewhat conservative (5)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","MichiganState","Currently In College","some college"
"982","R_8pNrlJXynHvRFOt","michiganstate",2.53333333333333,5.5,"male",21,"center (4)","middle (4)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"983","R_2DYB1ORDxkoey8N","michiganstate",3.53333333333333,4,"female",18,"somewhat liberal (3)","somewhat democrat (3)",NA,"80-99,999","yes","Caucasian","MichiganState","Currently In College","some college"
"984","R_1rJFRVK9tDiXmXL","michiganstate",4.66666666666667,5.83333333333333,"female",18,"somewhat conservative (5)","somewhat conservative (5)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"985","R_1I5GwNDlEKpVvGr","michiganstate",4.8,4.83333333333333,"female",18,"center (4)","somewhat conservative (5)",NA,"200-999,999","yes","Caucasian","MichiganState","Currently In College","some college"
"986","R_3kmEQ3vR8x6qKeT","michiganstate",3.86666666666667,6.16666666666667,"male",18,"center (4)","conservative (6)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"987","R_1Cpudzi4IuG1xxq","michiganstate",5.06666666666667,6.16666666666667,"male",20,"conservative (6)","conservative (6)",NA,"200-999,999","yes","Caucasian","MichiganState","Currently In College","some college"
